Order Date,Sales,Isolation,Rolling Mean,Rolling Std,Z,Z Anomaly
2015-09-20,20685.832000000002,Normal,14945.427875000001,12569.179003336443,0.45670477948291066,False
2015-09-27,17249.3338,Normal,18032.2882,10650.091321547097,-0.07351621468408798,False
2015-10-04,11781.179,Normal,19918.87045,7632.029666157478,-1.0662552172831252,False
2015-10-11,4751.272,Normal,13616.904199999999,6955.420101286978,-1.2746364807439268,False
2015-10-18,10468.226,Normal,11062.5027,5130.892463918739,-0.1158232615824728,False
2015-10-25,3882.9900000000002,Normal,7720.916749999999,3982.541455464459,-0.963687834243123,False
2015-11-01,14794.436,Normal,8474.231,5127.0825017031575,1.2327098301812973,False
2015-11-08,14934.875,Normal,11020.131749999999,5190.182386052371,0.7542592839357881,False
2015-11-15,15130.8292,Normal,12185.782549999998,5536.913882295074,0.531893165146948,False
2015-11-22,26793.6235,Normal,17913.440925,5921.728837346587,1.4995929092523328,False
2015-11-29,16191.363,Normal,18262.672674999998,5714.021545460264,-0.3624959511476877,False
2015-12-06,13185.832,Normal,17825.411925,6106.974501491146,-0.7597182408191075,False
2015-12-13,8971.064499999999,Normal,16285.47075,7605.665205544336,-0.9617049991456351,False
2015-12-20,23416.453,Normal,15441.178125,6085.960432077756,1.3104381738934885,False
2015-12-27,10632.52,Normal,14051.467375,6479.50550799045,-0.5276556013084323,False
2016-01-03,15880.6606,Normal,14725.174525,6499.565955772886,0.177778959835572,False
2016-01-10,1973.444,Normal,12975.769400000001,9018.282336033322,-1.2200023230631474,False
2016-01-17,1720.158,Normal,7551.69565,6927.887091265674,-0.8417483676014444,False
2016-01-24,358.522,Anomaly,4983.19615,7299.506111271664,-0.6335598709697258,False
2016-01-31,10314.516,Normal,3591.66,4537.661544688706,1.4815684100258744,False
2016-02-07,3249.4900000000002,Normal,3910.6715,4429.541015355695,-0.1492663681649884,False
2016-02-14,2071.846,Normal,3998.5935,4374.719401804992,-0.4404276761625057,False
2016-02-21,4776.534,Normal,5103.0965,3646.453661754987,-0.08955619083414598,False
2016-02-28,1853.5410000000002,Normal,2987.85275,1340.8413001946255,-0.84597017546771,False
2016-03-06,6066.2554,Normal,3692.0441,2067.053714203141,1.1485968089200185,False
2016-03-13,5375.648,Normal,4517.9946,1852.820954405614,0.4628905982311366,False
2016-03-20,13310.136,Normal,6651.3951,4807.222117810318,1.3851535745207144,False
2016-03-27,5012.915,Normal,7441.238600000001,3936.917386532021,-0.6168083710131086,False
2016-04-03,2873.5840000000003,Normal,6643.07075,4579.758276105075,-0.8230754818801957,False
2016-04-10,6433.63,Normal,6907.56625,4512.214206097371,-0.1050340760329082,False
2016-04-17,11463.31,Normal,6445.85975,3651.00174694566,1.3742667349303455,False
2016-04-24,4603.642,Normal,6343.541499999999,3709.8068572065868,-0.4690000226346313,False
2016-05-01,11805.6065,Normal,8576.547125000001,3611.8459398957007,0.8940191328020055,False
2016-05-08,7774.9439999999995,Normal,8911.875625,3402.792296255418,-0.334117256069708,False
2016-05-15,4905.0615,Normal,7272.3135,3343.105963511354,-0.70809960134007,False
2016-05-22,4418.17,Normal,7225.9455,3393.366078482128,-0.8274307678751636,False
2016-05-29,6551.177,Normal,5912.338125,1541.055951702519,0.41454619106738255,False
2016-06-05,9418.944,Normal,6323.338125,2256.5357265679954,1.3718399573970674,False
2016-06-12,4550.428,Normal,6234.679749999999,2336.387592867018,-0.7208785713218189,False
2016-06-19,7687.451,Normal,7052.0,2042.4583244259059,0.31112066885311485,False
2016-06-26,6242.707,Normal,6974.8825,2073.262410497446,-0.35315138898617543,False
2016-07-03,4014.966,Normal,5623.888000000001,1671.5437558749995,-0.9625365739575162,False
2016-07-10,4291.266,Normal,5559.0975,1730.9871337031082,-0.7324326537816158,False
2016-07-17,10366.159,Normal,6228.7744999999995,2931.04258343006,1.4115743399259029,False
2016-07-24,3955.135,Normal,5656.8814999999995,3142.930051467319,-0.5414522347404824,False
2016-07-31,7539.815,Normal,6538.093749999999,3020.8961067499386,0.33159738521352605,False
2016-08-07,3837.8992,Normal,6424.752049999999,3139.4728946738223,-0.8239768065488465,False
2016-08-14,7272.986000000001,Normal,5651.4588,2029.922203403945,0.7988124851685875,False
2016-08-21,7085.682000000001,Normal,6434.09555,1740.7999194610218,0.37430289530444244,False
2016-08-28,15773.478,Normal,8492.5113,5103.733944367067,1.4265960528831874,False
2016-09-04,8162.043,Normal,9573.54725,4159.869433837344,-0.3393145560094979,False
2016-09-11,8243.94,Normal,9816.28575,4006.3751936317967,-0.3924609338883861,False
2016-09-18,24095.96,Normal,14068.85525,7577.7885299455365,1.323223089477276,False
2016-09-25,18316.364999999998,Normal,14704.576999999997,7869.512242330263,0.4589595757373781,False
2016-10-02,9591.275,Normal,15061.884999999998,7497.068293031831,-0.7296999021717158,False
2016-10-09,3987.545,Normal,13997.786249999997,8948.845489497857,-1.118607004864233,False
2016-10-16,9673.8455,Normal,10392.257624999998,5915.220780502408,-0.12145144731841788,False
2016-10-23,5588.974,Normal,7210.409874999999,2872.452269473261,-0.5644779174337097,False
2016-10-30,6122.684,Normal,6343.262124999999,2398.5964003689955,-0.09196133412276687,False
2016-11-06,15492.867,Normal,9219.592625000001,4558.236197268767,1.3762503967562847,False
2016-11-13,27965.3492,Normal,13792.468550000001,10486.257970684062,1.351567040370593,False
2016-11-20,15075.134,Normal,16164.00855,8976.560562961535,-0.12130197778566097,False
2016-11-27,13504.011299999998,Normal,18009.340375,6692.341570673462,-0.6732066837028795,False
2016-12-04,20712.1,Normal,19314.148625,6545.341349949249,0.2135795981077192,False
2016-12-11,15675.144,Normal,16241.597325,3117.759744294547,-0.1816860090122728,False
2016-12-18,11314.54,Normal,15301.448825,4022.4792461237107,-0.991157090205502,False
2016-12-25,22843.047,Normal,17636.20775,5176.277371557813,1.0059042196251138,False
2017-01-01,10421.8172,Normal,15063.63705,5671.430746299967,-0.8184565866432058,False
2017-01-08,5769.608,Normal,12587.25305,7256.502934167658,-0.9395221240659504,False
2017-01-15,2174.507,Normal,10302.2448,9016.483710120956,-0.9014309858816312,False
2017-01-22,3227.454,Normal,5398.34655,3673.2822898808727,-0.590995294856689,False
2017-01-29,2662.052,Normal,3458.4052500000003,1599.74683899495,-0.49779954589584535,False
2017-02-05,17926.368,Normal,6497.59525,7631.320427597548,1.4976140575449464,False
2017-02-12,3821.642,Normal,6909.378999999999,7359.903186814441,-0.4195350022445679,False
2017-02-19,2920.111,Normal,6832.54325,7412.570343637688,-0.5278104717560077,False
2017-02-26,2628.088,Normal,6824.05225,7418.956700972917,-0.5655733574303976,False
2017-03-05,14419.498,Normal,5947.33475,5670.908287684989,1.4939693643782335,False
2017-03-12,14129.183,Normal,8524.220000000001,6641.795017763347,0.843892800818098,False
2017-03-19,14902.938,Normal,11519.92675,5936.477437156895,0.5698684591683036,False
2017-03-26,4575.475,Normal,12006.773500000001,4964.468007945829,-1.4968972482259753,False
2017-04-02,7145.821,Normal,10188.35425,5115.950652128,-0.5947151286016503,False
2017-04-09,9674.378999999999,Normal,9074.65325,4408.006838931808,0.13605372494052917,False
2017-04-16,15502.758000000002,Normal,9224.60825,4674.514392533153,1.3430592405552157,False
2017-04-23,7107.204000000001,Normal,9857.540500000001,3950.5190489057254,-0.6961962380011382,False
2017-04-30,2779.046,Normal,8765.84675,5316.774806590765,-1.1260211251713463,False
2017-05-07,10158.411,Normal,8886.85475,5349.751259913144,0.23768511622737465,False
2017-05-14,4767.564,Normal,6203.05625,3175.258443239594,-0.4520867436968129,False
2017-05-21,8770.649000000001,Normal,6618.9175000000005,3431.7189863152266,0.6270127328550292,False
2017-05-28,23367.662000000004,Normal,11766.071500000002,8065.009559697019,1.438509206235317,False
2017-06-04,12066.989,Normal,12243.216,7994.340689034084,-0.022043969209585113,False
2017-06-11,10913.018,Normal,13779.579500000002,6536.330566778497,-0.4385582201991993,False
2017-06-18,10713.721,Normal,14265.347500000002,6097.46048841933,-0.5824763451514722,False
2017-06-25,10503.088,Normal,11049.204000000002,698.8620420764687,-0.7814360590788052,False
2017-07-02,7617.454,Normal,9936.82025,1555.2765872757923,-1.4912886035676656,False
2017-07-09,9571.029999999999,Normal,9601.32325,1412.7117305190902,-0.021443334365794216,False
2017-07-16,4431.985,Normal,8030.889249999999,2683.70643550562,-1.3410200916114556,False
2017-07-23,9716.872,Normal,7834.335249999999,2461.915106176142,0.7646635520767265,False
2017-07-30,9929.576,Normal,8412.365749999999,2657.667978898845,0.5708802837849699,False
2017-08-06,5045.558,Normal,7280.997749999999,2947.4573581155737,-0.758429886642772,False
2017-08-13,6791.8325,Normal,7870.9596249999995,2365.9179733639535,-0.4561134989247554,False
2017-08-20,3783.892,Normal,6387.714625,2663.917536580598,-0.9774411517040665,False
2017-08-27,14460.025,Normal,7520.326875000001,4788.024668563587,1.4493864600496966,False
2017-09-03,17558.9918,Normal,10648.685324999999,6436.338161960596,1.0736394361378656,False
2017-09-10,14920.9956,Normal,12680.9761,6086.483522278153,0.3680318022386706,False
2017-09-17,16528.072,Normal,15867.0211,1434.6143981472437,0.46078646697936754,False
2017-09-24,13848.655,Normal,15714.1786,1650.76505325088,-1.13009637339135,False
2017-10-01,9753.1413,Normal,13762.715975,2890.9560255569895,-1.3869372759578695,False
2017-10-08,28412.098,Normal,17135.491575,8017.339568252345,1.4065272312593498,False
2017-10-15,7439.001,Normal,14863.223825000001,9413.348134045342,-0.7886909863822784,False
2017-10-22,12415.174,Normal,14504.853575000001,9491.807878005207,-0.2201561179764593,False
2017-10-29,6625.844999999999,Normal,13723.0295,10121.565449119431,-0.7011943493995241,False
2017-11-05,16321.3878,Normal,10700.35195,4537.792253024059,1.2387159959237997,False
2017-11-12,20640.302,Normal,14000.677199999998,5954.614052679207,1.1150386475530822,False
2017-11-19,12641.716,Normal,14057.312699999999,5935.554182931539,-0.2384944448945865,False
2017-11-26,27367.716,Normal,19242.78045,6326.563866294118,1.2842572558679168,False
2017-12-03,23324.762,Normal,20993.624,6216.710193118087,0.37497935846849906,False
2017-12-10,18961.002,Normal,20573.799,6304.605737404864,-0.2558125071059347,False
2017-12-17,25449.8,Anomaly,23775.82,3609.702278014197,0.46374461688871055,False
2017-12-24,17948.247,Normal,21420.95275,3557.48706920703,-0.9761682003173305,False
2017-12-31,16060.185,Normal,19604.8085,4077.8656265481227,-0.8692349931600106,False
2018-01-07,9060.984,Normal,17129.804,6736.520451534442,-1.197772656974876,False
2018-01-14,7332.659,Normal,12600.51875,5191.2150340539965,-1.0147643115230671,False
2018-01-21,13698.768,Normal,11538.149,4038.959297714453,0.5349444846405462,False
2018-01-28,9476.086,Normal,9892.12425,2702.1769585530487,-0.15396410241865877,False
2018-02-04,5776.3279999999995,Normal,9070.96025,3437.8784321518756,-0.9583329704703337,False
2018-02-11,5409.749,Normal,8590.23275,3869.3412534571125,-0.8219703411164253,False
2018-02-18,5648.0154,Normal,6577.5446,1938.3206979807887,-0.47955387411810674,False
2018-02-25,4509.7519999999995,Normal,5335.9611,571.3629972484388,-1.4460318641193886,False
2018-03-04,6164.182,Normal,5432.9246,691.3238978284941,1.0577638098392663,False
2018-03-11,6965.41,Normal,5821.83985,1029.0351955713738,1.1113032430003815,False
2018-03-18,8779.131000000001,Normal,6604.61875,1773.9903309097106,1.2257745784245067,False
2018-03-25,26029.904,Normal,11984.65675,9427.17932187422,1.4898674110728232,False
2018-04-01,19382.9038,Normal,15289.3372,9014.57359855539,0.45410540556860124,False
2018-04-08,10151.6085,Normal,16085.886825000001,8131.382384213005,-0.7297994417924978,False
2018-04-15,5102.797,Normal,15166.803325,9349.132971080384,-1.076464133747047,False
2018-04-22,7631.758000000001,Normal,10567.266825,6228.051317710795,-0.4713366469303574,False
2018-04-29,5292.6326,Normal,7044.699025,2369.123956112952,-0.739541897113157,False
2018-05-06,11606.7218,Normal,7408.477349999999,3025.892242689171,1.3874401707937016,False
2018-05-13,11772.475,Normal,9075.89685,3166.2403599015065,0.8516656486824281,False
2018-05-20,14571.618,Normal,10810.86185,3922.254189688434,0.9588251979912445,False
2018-05-27,4357.192,Normal,10577.0017,4363.96119688664,-1.4252669580190973,False
2018-06-03,6581.8854,Normal,9320.7926,4680.486354297221,-0.5851757686432246,False
2018-06-10,6481.39,Normal,7998.021350000001,4500.867433188052,-0.3369642346754792,False
2018-06-17,15095.256000000001,Normal,8128.930850000001,4756.169345348797,1.4646924119328473,False
2018-06-24,6318.9355,Normal,8619.366725,4318.618619781908,-0.5326775590839677,False
2018-07-01,17261.1922,Normal,11289.193425000001,5714.581329309677,1.0450457226621392,False
2018-07-08,11589.842,Normal,12566.306425000002,4775.655788859994,-0.2044670864424037,False
2018-07-15,9998.841,Normal,11292.202675,4550.589556443486,-0.28421848618903506,False
2018-07-22,10896.305,Normal,12436.54505,3281.7102565528626,-0.4693406576416902,False
2018-07-29,9618.882,Normal,10525.9675,888.7529216021696,-1.0206273059162303,False
2018-08-05,5205.628,Normal,8929.914,2539.9659847479843,-1.4662739668025613,False
2018-08-12,11128.529999999999,Normal,9212.33625,2752.3650246032107,0.6961989899127725,False
2018-08-19,22222.553999999996,Normal,12043.8985,7236.149430346569,1.4066397602726812,False
2018-08-26,15330.072,Normal,13471.696,7161.223921875359,0.2595053611329241,False
2018-09-02,20946.612,Normal,17406.942,5146.235805003083,0.6878172967820081,False
2018-09-09,17672.048000000003,Normal,19042.8215,3130.4230745751684,-0.43788761689536937,False
2018-09-16,20166.201,Normal,18528.73325,2549.037837551639,0.6423866001035097,False
2018-09-23,26104.432999999997,Normal,21222.323500000002,3541.6973737709222,1.3784660248376632,False
2018-09-30,12296.062,Normal,19059.685999999998,5730.764479882619,-1.180230669702646,False
2018-10-07,21535.594,Normal,20025.572500000002,5744.499364712407,0.26286389885876443,False
2018-10-14,16509.831,Normal,19111.48,5999.895009612776,-0.43361575424765764,False
2018-10-21,13270.8182,Normal,15903.076299999999,4164.642512557546,-0.6320489914951919,False
2018-10-28,21535.27,Normal,18212.878299999997,4058.0395254073014,0.818718417895779,False
2018-11-04,29017.466999999997,Anomaly,20083.34655,6858.258909893783,1.3026805443450902,False
2018-11-11,20015.55,Normal,20959.776299999998,6461.9195389804545,-0.14612164300470012,False
2018-11-18,30572.447,Anomaly,25285.1835,5282.549382151485,1.000892394468558,False
2018-11-25,22212.769,Normal,25454.55825,5130.922993743745,-0.6318140525501529,False
2018-12-02,35998.9,Anomaly,27199.916500000003,7422.5520049773295,1.1854391177184986,False
2018-12-09,21537.241,Normal,27580.339250000005,6955.926028380085,-0.8687697691643417,False
2018-12-16,11542.833999999999,Normal,22822.936,10047.753378419353,-1.122649170930837,False
2018-12-23,19457.068,Normal,22134.01075,10196.900435684649,-0.2625251434869251,False
2018-12-30,15210.8858,Normal,16937.0072,4456.809660489383,-0.3872997797735123,False
